"epiweek","epiyear","Meningococcal disease, All serogroups cummulative current year","Meningococcal disease, Serogroups ACWY cummulative current year","Meningococcal disease, Serogroup B cummulative for current year","Meningococcal disease, Other serogroups cummulative current year","Meningococcal disease, Unknown serogroup cummulative current year","Meningococcal disease, All serogroups incidence current week","Meningococcal disease, Unknown serogroup incidence current week","Meningococcal disease, Serogroups ACWY incidence current week","Meningococcal disease, Serogroup B incidence current week","Meningococcal disease, Other serogroups incidence current week","date"
21,2005,554,44,27,0,483,36,34,2,1,-1,"2005-05-22"
22,2005,590,45,30,0,515,36,32,1,3,0,"2005-05-29"
23,2005,627,49,31,0,547,37,32,4,1,0,"2005-06-05"
24,2005,649,50,31,0,568,22,21,1,0,0,"2005-06-12"
25,2005,674,51,33,0,590,25,22,1,2,0,"2005-06-19"
26,2005,688,52,35,0,601,14,11,1,2,0,"2005-06-26"
27,2005,700,53,36,0,611,12,10,1,1,0,"2005-07-03"
28,2005,726,54,36,0,636,26,25,1,0,0,"2005-07-10"
30,2005,745,54,38,0,653,23,23,0,0,0,"2005-07-24"
31,2005,790,59,40,0,691,45,38,5,2,0,"2005-07-31"
32,2005,802,59,40,0,703,12,12,0,0,0,"2005-08-07"
33,2005,813,59,42,0,712,11,9,0,2,0,"2005-08-14"
34,2005,828,59,43,0,726,15,14,0,1,0,"2005-08-21"
35,2005,840,61,44,0,735,12,9,2,1,0,"2005-08-28"
36,2005,864,63,44,0,757,24,22,2,0,0,"2005-09-04"
37,2005,880,69,44,0,767,16,10,6,0,0,"2005-09-11"
38,2005,892,71,45,0,776,12,9,2,1,0,"2005-09-18"
39,2005,909,73,45,0,791,17,15,2,0,0,"2005-09-25"
40,2005,921,74,45,0,802,12,11,1,0,0,"2005-10-02"
41,2005,940,74,45,0,821,19,19,0,0,0,"2005-10-09"
42,2005,952,77,46,0,829,12,8,3,1,0,"2005-10-16"
43,2005,963,75,48,0,840,11,11,-2,2,0,"2005-10-23"
44,2005,985,78,48,0,859,22,19,3,0,0,"2005-10-30"
45,2005,995,79,48,0,868,10,9,1,0,0,"2005-11-06"
46,2005,1017,83,49,0,885,22,17,4,1,0,"2005-11-13"
47,2005,1033,84,51,0,898,16,13,1,2,0,"2005-11-20"
48,2005,1049,86,52,0,911,16,13,2,1,0,"2005-11-27"
49,2005,1061,206,128,17,710,12,-201,120,76,17,"2005-12-04"
50,2005,1072,207,129,17,719,11,9,1,1,0,"2005-12-11"
51,2005,1086,213,131,17,725,14,6,6,2,0,"2005-12-18"
52,2005,1111,218,132,17,744,25,19,5,1,0,"2005-12-25"
1,2006,5,NA,NA,NA,5,5,5,NA,NA,NA,"2006-01-01"
2,2006,14,NA,NA,NA,13,2,2,NA,NA,NA,"2006-01-08"
3,2006,36,NA,NA,NA,29,13,10,NA,NA,NA,"2006-01-15"
4,2006,63,NA,NA,NA,48,12,10,NA,NA,NA,"2006-01-22"
5,2006,93,NA,NA,NA,65,17,9,NA,NA,NA,"2006-01-29"
6,2006,109,NA,NA,NA,75,11,7,NA,NA,NA,"2006-02-05"
7,2006,133,NA,NA,NA,88,10,6,NA,NA,NA,"2006-02-12"
8,2006,166,NA,NA,NA,115,13,11,NA,NA,NA,"2006-02-19"
9,2006,203,NA,NA,NA,145,22,19,NA,NA,NA,"2006-02-26"
10,2006,234,NA,NA,NA,166,16,11,NA,NA,NA,"2006-03-05"
11,2006,259,NA,NA,NA,183,17,14,NA,NA,NA,"2006-03-12"
12,2006,300,NA,NA,NA,205,20,13,NA,NA,NA,"2006-03-19"
13,2006,345,NA,NA,NA,233,21,10,NA,NA,NA,"2006-03-26"
14,2006,365,NA,NA,NA,248,13,11,NA,NA,NA,"2006-04-02"
15,2006,388,NA,NA,NA,264,20,16,NA,NA,NA,"2006-04-09"
16,2006,415,NA,NA,NA,281,12,9,NA,NA,NA,"2006-04-16"
17,2006,434,NA,NA,NA,295,11,9,NA,NA,NA,"2006-04-23"
18,2006,469,NA,NA,NA,320,15,13,NA,NA,NA,"2006-04-30"
19,2006,493,NA,NA,NA,335,12,8,NA,NA,NA,"2006-05-07"
20,2006,522,NA,NA,NA,349,12,6,NA,NA,NA,"2006-05-14"
21,2006,547,NA,NA,NA,361,15,6,NA,NA,NA,"2006-05-21"
22,2006,567,NA,NA,NA,378,7,6,NA,NA,NA,"2006-05-28"
23,2006,580,NA,NA,NA,382,15,10,NA,NA,NA,"2006-06-04"
24,2006,600,NA,NA,NA,394,12,8,NA,NA,NA,"2006-06-11"
25,2006,620,NA,NA,NA,409,9,5,NA,NA,NA,"2006-06-18"
26,2006,643,NA,NA,NA,425,7,4,NA,NA,NA,"2006-06-25"
27,2006,663,NA,NA,NA,441,11,11,NA,NA,NA,"2006-07-02"
28,2006,662,NA,NA,NA,436,12,8,NA,NA,NA,"2006-07-09"
29,2006,683,NA,NA,NA,454,6,6,NA,NA,NA,"2006-07-16"
30,2006,698,NA,NA,NA,466,8,7,NA,NA,NA,"2006-07-23"
31,2006,681,NA,NA,NA,444,4,4,NA,NA,NA,"2006-07-30"
32,2006,731,NA,NA,NA,487,8,8,NA,NA,NA,"2006-08-06"
33,2006,740,NA,NA,NA,489,8,5,NA,NA,NA,"2006-08-13"
34,2006,754,NA,NA,NA,499,6,6,NA,NA,NA,"2006-08-20"
35,2006,770,NA,NA,NA,512,8,7,NA,NA,NA,"2006-08-27"
36,2006,787,NA,NA,NA,518,8,5,NA,NA,NA,"2006-09-03"
37,2006,803,NA,NA,NA,523,10,7,NA,NA,NA,"2006-09-10"
38,2006,815,NA,NA,NA,532,9,8,NA,NA,NA,"2006-09-17"
39,2006,823,NA,NA,NA,537,5,4,NA,NA,NA,"2006-09-24"
40,2006,840,NA,NA,NA,548,5,4,NA,NA,NA,"2006-10-01"
41,2006,855,NA,NA,NA,561,6,5,NA,NA,NA,"2006-10-08"
42,2006,869,NA,NA,NA,573,10,9,NA,NA,NA,"2006-10-15"
43,2006,886,NA,NA,NA,581,4,2,NA,NA,NA,"2006-10-22"
44,2006,900,NA,NA,NA,589,9,5,NA,NA,NA,"2006-10-29"
45,2006,869,NA,NA,NA,579,11,7,NA,NA,NA,"2006-11-05"
46,2006,890,NA,NA,NA,594,10,6,NA,NA,NA,"2006-11-12"
47,2006,907,NA,NA,NA,601,10,7,NA,NA,NA,"2006-11-19"
48,2006,943,NA,NA,NA,632,12,9,NA,NA,NA,"2006-11-26"
48,2006,943,NA,NA,NA,632,12,9,NA,NA,NA,"2006-11-26"
49,2006,1010,NA,NA,NA,659,16,12,NA,NA,NA,"2006-12-03"
50,2006,1022,NA,NA,NA,667,9,7,NA,NA,NA,"2006-12-10"
51,2006,1057,NA,NA,NA,685,19,12,NA,NA,NA,"2006-12-17"
52,2006,1063,NA,NA,NA,688,2,0,NA,NA,NA,"2006-12-24"
1,2007,6,NA,NA,NA,NA,6,NA,NA,NA,NA,"2006-12-31"
2,2007,17,NA,NA,NA,NA,5,NA,NA,NA,NA,"2007-01-07"
3,2007,29,NA,NA,NA,NA,9,NA,NA,NA,NA,"2007-01-14"
4,2007,52,NA,NA,NA,NA,11,NA,NA,NA,NA,"2007-01-21"
5,2007,71,NA,NA,NA,NA,11,NA,NA,NA,NA,"2007-01-28"
6,2007,91,NA,NA,NA,NA,15,NA,NA,NA,NA,"2007-02-04"
7,2007,110,NA,NA,NA,NA,15,NA,NA,NA,NA,"2007-02-11"
8,2007,129,NA,NA,NA,NA,8,NA,NA,NA,NA,"2007-02-18"
9,2007,150,NA,NA,NA,NA,11,NA,NA,NA,NA,"2007-02-25"
10,2007,168,NA,NA,NA,NA,18,NA,NA,NA,NA,"2007-03-04"
11,2007,192,NA,NA,NA,NA,18,NA,NA,NA,NA,"2007-03-11"
12,2007,219,NA,NA,NA,NA,6,NA,NA,NA,NA,"2007-03-18"
13,2007,242,NA,NA,NA,NA,16,NA,NA,NA,NA,"2007-03-25"
14,2007,271,NA,NA,NA,NA,17,NA,NA,NA,NA,"2007-04-01"
15,2007,309,NA,NA,NA,NA,12,NA,NA,NA,NA,"2007-04-08"
16,2007,335,NA,NA,NA,NA,18,NA,NA,NA,NA,"2007-04-15"
17,2007,354,NA,NA,NA,NA,13,NA,NA,NA,NA,"2007-04-22"
18,2007,382,NA,NA,NA,NA,9,NA,NA,NA,NA,"2007-04-29"
19,2007,396,NA,NA,NA,NA,7,NA,NA,NA,NA,"2007-05-06"
20,2007,427,NA,NA,NA,NA,11,NA,NA,NA,NA,"2007-05-13"
21,2007,456,NA,NA,NA,NA,16,NA,NA,NA,NA,"2007-05-20"
22,2007,475,NA,NA,NA,NA,7,NA,NA,NA,NA,"2007-05-27"
23,2007,495,NA,NA,NA,NA,8,NA,NA,NA,NA,"2007-06-03"
24,2007,509,NA,NA,NA,NA,6,NA,NA,NA,NA,"2007-06-10"
25,2007,527,NA,NA,NA,NA,9,NA,NA,NA,NA,"2007-06-17"
26,2007,548,NA,NA,NA,NA,14,NA,NA,NA,NA,"2007-06-24"
27,2007,582,NA,NA,NA,NA,14,NA,NA,NA,NA,"2007-07-01"
28,2007,597,NA,NA,NA,NA,10,NA,NA,NA,NA,"2007-07-08"
29,2007,613,NA,NA,NA,NA,10,NA,NA,NA,NA,"2007-07-15"
30,2007,635,NA,NA,NA,NA,5,NA,NA,NA,NA,"2007-07-22"
31,2007,642,NA,NA,NA,NA,5,NA,NA,NA,NA,"2007-07-29"
32,2007,673,NA,NA,NA,NA,15,NA,NA,NA,NA,"2007-08-05"
33,2007,688,NA,NA,NA,NA,10,NA,NA,NA,NA,"2007-08-12"
34,2007,700,NA,NA,NA,NA,9,NA,NA,NA,NA,"2007-08-19"
35,2007,711,NA,NA,NA,NA,6,NA,NA,NA,NA,"2007-08-26"
36,2007,720,NA,NA,NA,NA,3,NA,NA,NA,NA,"2007-09-02"
37,2007,734,NA,NA,NA,NA,7,NA,NA,NA,NA,"2007-09-09"
38,2007,752,NA,NA,NA,NA,12,NA,NA,NA,NA,"2007-09-16"
39,2007,768,NA,NA,NA,NA,10,NA,NA,NA,NA,"2007-09-23"
40,2007,781,NA,NA,NA,NA,7,NA,NA,NA,NA,"2007-09-30"
41,2007,806,NA,NA,NA,NA,7,NA,NA,NA,NA,"2007-10-07"
42,2007,837,NA,NA,NA,NA,8,NA,NA,NA,NA,"2007-10-14"
43,2007,850,NA,NA,NA,NA,6,NA,NA,NA,NA,"2007-10-21"
44,2007,867,NA,NA,NA,NA,13,NA,NA,NA,NA,"2007-10-28"
45,2007,880,NA,NA,NA,NA,8,NA,NA,NA,NA,"2007-11-04"
46,2007,897,NA,NA,NA,NA,7,NA,NA,NA,NA,"2007-11-11"
47,2007,904,NA,NA,NA,NA,4,NA,NA,NA,NA,"2007-11-18"
48,2007,921,NA,NA,NA,NA,11,NA,NA,NA,NA,"2007-11-25"
49,2007,936,NA,NA,NA,NA,7,NA,NA,NA,NA,"2007-12-02"
50,2007,955,NA,NA,NA,NA,7,NA,NA,NA,NA,"2007-12-09"
51,2007,967,NA,NA,NA,NA,9,NA,NA,NA,NA,"2007-12-16"
52,2007,974,NA,NA,NA,NA,12,NA,NA,NA,NA,"2007-12-23"
1,2008,0,NA,NA,NA,NA,0,NA,NA,NA,NA,"2007-12-30"
2,2008,0,NA,NA,NA,NA,0,NA,NA,NA,NA,"2008-01-06"
3,2008,0,NA,NA,NA,NA,0,NA,NA,NA,NA,"2008-01-13"
4,2008,0,NA,NA,NA,NA,0,NA,NA,NA,NA,"2008-01-20"
5,2008,0,NA,NA,NA,NA,0,NA,NA,NA,NA,"2008-01-27"
6,2008,15,NA,NA,NA,NA,7,NA,NA,NA,NA,"2008-02-03"
7,2008,65,NA,NA,NA,NA,10,NA,NA,NA,NA,"2008-02-10"
8,2008,94,NA,NA,NA,NA,17,NA,NA,NA,NA,"2008-02-17"
9,2008,125,NA,NA,NA,NA,13,NA,NA,NA,NA,"2008-02-24"
10,2008,176,NA,NA,NA,NA,28,NA,NA,NA,NA,"2008-03-02"
11,2008,238,NA,NA,NA,NA,29,NA,NA,NA,NA,"2008-03-09"
12,2008,263,NA,NA,NA,NA,13,NA,NA,NA,NA,"2008-03-16"
13,2008,291,NA,NA,NA,NA,18,NA,NA,NA,NA,"2008-03-23"
14,2008,324,NA,NA,NA,NA,13,NA,NA,NA,NA,"2008-03-30"
15,2008,356,NA,NA,NA,NA,12,NA,NA,NA,NA,"2008-04-06"
16,2008,386,NA,NA,NA,NA,10,NA,NA,NA,NA,"2008-04-13"
17,2008,422,NA,NA,NA,NA,14,NA,NA,NA,NA,"2008-04-20"
18,2008,437,NA,NA,NA,NA,4,NA,NA,NA,NA,"2008-04-27"
19,2008,457,NA,NA,NA,NA,11,NA,NA,NA,NA,"2008-05-04"
20,2008,479,NA,NA,NA,NA,14,NA,NA,NA,NA,"2008-05-11"
21,2008,502,NA,NA,NA,NA,11,NA,NA,NA,NA,"2008-05-18"
22,2008,527,NA,NA,NA,NA,12,NA,NA,NA,NA,"2008-05-25"
23,2008,554,NA,NA,NA,NA,12,NA,NA,NA,NA,"2008-06-01"
24,2008,576,NA,NA,NA,NA,9,NA,NA,NA,NA,"2008-06-08"
25,2008,600,NA,NA,NA,NA,13,NA,NA,NA,NA,"2008-06-15"
26,2008,620,NA,NA,NA,NA,12,NA,NA,NA,NA,"2008-06-22"
27,2008,631,NA,NA,NA,NA,6,NA,NA,NA,NA,"2008-06-29"
28,2008,646,NA,NA,NA,NA,13,NA,NA,NA,NA,"2008-07-06"
29,2008,666,NA,NA,NA,NA,6,NA,NA,NA,NA,"2008-07-13"
30,2008,693,NA,NA,NA,NA,10,NA,NA,NA,NA,"2008-07-20"
31,2008,717,NA,NA,NA,NA,9,NA,NA,NA,NA,"2008-07-27"
32,2008,728,NA,NA,NA,NA,7,NA,NA,NA,NA,"2008-08-03"
33,2008,738,NA,NA,NA,NA,3,NA,NA,NA,NA,"2008-08-10"
34,2008,755,NA,NA,NA,NA,9,NA,NA,NA,NA,"2008-08-17"
35,2008,773,NA,NA,NA,NA,6,NA,NA,NA,NA,"2008-08-24"
36,2008,786,NA,NA,NA,NA,5,NA,NA,NA,NA,"2008-08-31"
37,2008,796,NA,NA,NA,NA,7,NA,NA,NA,NA,"2008-09-07"
38,2008,802,NA,NA,NA,NA,7,NA,NA,NA,NA,"2008-09-14"
39,2008,818,NA,NA,NA,NA,12,NA,NA,NA,NA,"2008-09-21"
40,2008,831,NA,NA,NA,NA,7,NA,NA,NA,NA,"2008-09-28"
41,2008,848,NA,NA,NA,NA,6,NA,NA,NA,NA,"2008-10-05"
42,2008,853,NA,NA,NA,NA,1,NA,NA,NA,NA,"2008-10-12"
43,2008,883,NA,NA,NA,NA,7,NA,NA,NA,NA,"2008-10-19"
44,2008,892,NA,NA,NA,NA,6,NA,NA,NA,NA,"2008-10-26"
45,2008,917,NA,NA,NA,NA,11,NA,NA,NA,NA,"2008-11-02"
46,2008,931,NA,NA,NA,NA,7,NA,NA,NA,NA,"2008-11-09"
47,2008,954,NA,NA,NA,NA,9,NA,NA,NA,NA,"2008-11-16"
48,2008,962,NA,NA,NA,NA,4,NA,NA,NA,NA,"2008-11-23"
49,2008,981,NA,NA,NA,NA,9,NA,NA,NA,NA,"2008-11-30"
50,2008,1006,NA,NA,NA,NA,9,NA,NA,NA,NA,"2008-12-07"
51,2008,1023,NA,NA,NA,NA,5,NA,NA,NA,NA,"2008-12-14"
52,2008,1029,NA,NA,NA,NA,3,NA,NA,NA,NA,"2008-12-21"
53,2008,1057,NA,NA,NA,NA,7,NA,NA,NA,NA,"2008-12-28"
1,2009,7,NA,NA,NA,NA,7,NA,NA,NA,NA,"2009-01-04"
2,2009,19,NA,NA,NA,NA,6,NA,NA,NA,NA,"2009-01-11"
3,2009,25,NA,NA,NA,NA,6,NA,NA,NA,NA,"2009-01-18"
4,2009,35,NA,NA,NA,NA,9,NA,NA,NA,NA,"2009-01-25"
5,2009,49,NA,NA,NA,NA,8,NA,NA,NA,NA,"2009-02-01"
6,2009,59,NA,NA,NA,NA,6,NA,NA,NA,NA,"2009-02-08"
7,2009,78,NA,NA,NA,NA,12,NA,NA,NA,NA,"2009-02-15"
8,2009,99,NA,NA,NA,NA,13,NA,NA,NA,NA,"2009-02-22"
9,2009,127,NA,NA,NA,NA,12,NA,NA,NA,NA,"2009-03-01"
10,2009,162,NA,NA,NA,NA,16,NA,NA,NA,NA,"2009-03-08"
11,2009,190,NA,NA,NA,NA,15,NA,NA,NA,NA,"2009-03-15"
12,2009,216,NA,NA,NA,NA,13,NA,NA,NA,NA,"2009-03-22"
13,2009,248,NA,NA,NA,NA,11,NA,NA,NA,NA,"2009-03-29"
14,2009,275,NA,NA,NA,NA,12,NA,NA,NA,NA,"2009-04-05"
15,2009,298,NA,NA,NA,NA,7,NA,NA,NA,NA,"2009-04-12"
16,2009,315,NA,NA,NA,NA,9,NA,NA,NA,NA,"2009-04-19"
17,2009,336,NA,NA,NA,NA,10,NA,NA,NA,NA,"2009-04-26"
18,2009,350,NA,NA,NA,NA,7,NA,NA,NA,NA,"2009-05-03"
19,2009,375,NA,NA,NA,NA,15,NA,NA,NA,NA,"2009-05-10"
20,2009,396,NA,NA,NA,NA,12,NA,NA,NA,NA,"2009-05-17"
21,2009,413,NA,NA,NA,NA,10,NA,NA,NA,NA,"2009-05-24"
22,2009,427,NA,NA,NA,NA,5,NA,NA,NA,NA,"2009-05-31"
23,2009,438,NA,NA,NA,NA,4,NA,NA,NA,NA,"2009-06-07"
24,2009,453,NA,NA,NA,NA,4,NA,NA,NA,NA,"2009-06-14"
25,2009,465,NA,NA,NA,NA,9,NA,NA,NA,NA,"2009-06-21"
26,2009,478,NA,NA,NA,NA,7,NA,NA,NA,NA,"2009-06-28"
27,2009,493,NA,NA,NA,NA,12,NA,NA,NA,NA,"2009-07-05"
28,2009,516,NA,NA,NA,NA,13,NA,NA,NA,NA,"2009-07-12"
29,2009,544,NA,NA,NA,NA,13,NA,NA,NA,NA,"2009-07-19"
30,2009,571,NA,NA,NA,NA,8,NA,NA,NA,NA,"2009-07-26"
31,2009,584,NA,NA,NA,NA,6,NA,NA,NA,NA,"2009-08-02"
32,2009,590,NA,NA,NA,NA,13,NA,NA,NA,NA,"2009-08-09"
33,2009,602,NA,NA,NA,NA,7,NA,NA,NA,NA,"2009-08-16"
34,2009,605,NA,NA,NA,NA,1,NA,NA,NA,NA,"2009-08-23"
35,2009,614,NA,NA,NA,NA,6,NA,NA,NA,NA,"2009-08-30"
36,2009,624,NA,NA,NA,NA,5,NA,NA,NA,NA,"2009-09-06"
37,2009,632,NA,NA,NA,NA,6,NA,NA,NA,NA,"2009-09-13"
38,2009,642,NA,NA,NA,NA,4,NA,NA,NA,NA,"2009-09-20"
39,2009,663,NA,NA,NA,NA,10,NA,NA,NA,NA,"2009-09-27"
40,2009,672,NA,NA,NA,NA,7,NA,NA,NA,NA,"2009-10-04"
41,2009,683,NA,NA,NA,NA,5,NA,NA,NA,NA,"2009-10-11"
42,2009,695,NA,NA,NA,NA,7,NA,NA,NA,NA,"2009-10-18"
43,2009,706,NA,NA,NA,NA,4,NA,NA,NA,NA,"2009-10-25"
44,2009,729,NA,NA,NA,NA,13,NA,NA,NA,NA,"2009-11-01"
45,2009,753,NA,NA,NA,NA,17,NA,NA,NA,NA,"2009-11-08"
46,2009,766,NA,NA,NA,NA,10,NA,NA,NA,NA,"2009-11-15"
47,2009,783,NA,NA,NA,NA,7,NA,NA,NA,NA,"2009-11-22"
48,2009,802,NA,NA,NA,NA,11,NA,NA,NA,NA,"2009-11-29"
49,2009,824,NA,NA,NA,NA,9,NA,NA,NA,NA,"2009-12-06"
50,2009,847,NA,NA,NA,NA,18,NA,NA,NA,NA,"2009-12-13"
51,2009,872,NA,NA,NA,NA,19,NA,NA,NA,NA,"2009-12-20"
52,2009,887,NA,NA,NA,NA,8,NA,NA,NA,NA,"2009-12-27"
1,2010,8,NA,NA,NA,NA,8,NA,NA,NA,NA,"2010-01-03"
2,2010,15,NA,NA,NA,NA,5,NA,NA,NA,NA,"2010-01-10"
3,2010,22,NA,NA,NA,NA,1,NA,NA,NA,NA,"2010-01-17"
4,2010,38,NA,NA,NA,NA,10,NA,NA,NA,NA,"2010-01-24"
5,2010,58,NA,NA,NA,NA,9,NA,NA,NA,NA,"2010-01-31"
6,2010,73,NA,NA,NA,NA,7,NA,NA,NA,NA,"2010-02-07"
7,2010,87,NA,NA,NA,NA,5,NA,NA,NA,NA,"2010-02-14"
8,2010,102,NA,NA,NA,NA,9,NA,NA,NA,NA,"2010-02-21"
9,2010,119,NA,NA,NA,NA,10,NA,NA,NA,NA,"2010-02-28"
10,2010,133,NA,NA,NA,NA,7,NA,NA,NA,NA,"2010-03-07"
11,2010,159,NA,NA,NA,NA,16,NA,NA,NA,NA,"2010-03-14"
12,2010,187,NA,NA,NA,NA,18,NA,NA,NA,NA,"2010-03-21"
13,2010,204,NA,NA,NA,NA,14,NA,NA,NA,NA,"2010-03-28"
14,2010,224,NA,NA,NA,NA,6,NA,NA,NA,NA,"2010-04-04"
15,2010,238,NA,NA,NA,NA,9,NA,NA,NA,NA,"2010-04-11"
16,2010,246,NA,NA,NA,NA,3,NA,NA,NA,NA,"2010-04-18"
17,2010,264,NA,NA,NA,NA,10,NA,NA,NA,NA,"2010-04-25"
18,2010,285,NA,NA,NA,NA,12,NA,NA,NA,NA,"2010-05-02"
19,2010,303,NA,NA,NA,NA,14,NA,NA,NA,NA,"2010-05-09"
20,2010,310,NA,NA,NA,NA,5,NA,NA,NA,NA,"2010-05-16"
21,2010,322,NA,NA,NA,NA,8,NA,NA,NA,NA,"2010-05-23"
22,2010,333,NA,NA,NA,NA,5,NA,NA,NA,NA,"2010-05-30"
23,2010,353,NA,NA,NA,NA,5,NA,NA,NA,NA,"2010-06-06"
24,2010,374,NA,NA,NA,NA,9,NA,NA,NA,NA,"2010-06-13"
25,2010,387,NA,NA,NA,NA,3,NA,NA,NA,NA,"2010-06-20"
26,2010,406,NA,NA,NA,NA,9,NA,NA,NA,NA,"2010-06-27"
27,2010,416,NA,NA,NA,NA,3,NA,NA,NA,NA,"2010-07-04"
28,2010,434,NA,NA,NA,NA,6,NA,NA,NA,NA,"2010-07-11"
29,2010,448,NA,NA,NA,NA,5,NA,NA,NA,NA,"2010-07-18"
30,2010,460,NA,NA,NA,NA,7,NA,NA,NA,NA,"2010-07-25"
31,2010,472,NA,NA,NA,NA,2,NA,NA,NA,NA,"2010-08-01"
32,2010,481,NA,NA,NA,NA,4,NA,NA,NA,NA,"2010-08-08"
33,2010,500,NA,NA,NA,NA,12,NA,NA,NA,NA,"2010-08-15"
34,2010,514,NA,NA,NA,NA,6,NA,NA,NA,NA,"2010-08-22"
35,2010,524,NA,NA,NA,NA,5,NA,NA,NA,NA,"2010-08-29"
36,2010,529,NA,NA,NA,NA,4,NA,NA,NA,NA,"2010-09-05"
37,2010,537,NA,NA,NA,NA,5,NA,NA,NA,NA,"2010-09-12"
38,2010,545,NA,NA,NA,NA,7,NA,NA,NA,NA,"2010-09-19"
39,2010,557,NA,NA,NA,NA,7,NA,NA,NA,NA,"2010-09-26"
40,2010,572,NA,NA,NA,NA,9,NA,NA,NA,NA,"2010-10-03"
41,2010,581,NA,NA,NA,NA,7,NA,NA,NA,NA,"2010-10-10"
42,2010,593,NA,NA,NA,NA,8,NA,NA,NA,NA,"2010-10-17"
43,2010,603,NA,NA,NA,NA,8,NA,NA,NA,NA,"2010-10-24"
44,2010,622,NA,NA,NA,NA,6,NA,NA,NA,NA,"2010-10-31"
45,2010,647,NA,NA,NA,NA,4,NA,NA,NA,NA,"2010-11-07"
46,2010,666,NA,NA,NA,NA,12,NA,NA,NA,NA,"2010-11-14"
47,2010,682,NA,NA,NA,NA,11,NA,NA,NA,NA,"2010-11-21"
48,2010,695,NA,NA,NA,NA,6,NA,NA,NA,NA,"2010-11-28"
49,2010,710,NA,NA,NA,NA,7,NA,NA,NA,NA,"2010-12-05"
50,2010,724,NA,NA,NA,NA,6,NA,NA,NA,NA,"2010-12-12"
51,2010,739,NA,NA,NA,NA,8,NA,NA,NA,NA,"2010-12-19"
52,2010,749,NA,NA,NA,NA,4,NA,NA,NA,NA,"2010-12-26"
1,2011,10,NA,NA,NA,NA,10,NA,NA,NA,NA,"2011-01-02"
2,2011,16,NA,NA,NA,NA,3,NA,NA,NA,NA,"2011-01-09"
3,2011,24,NA,NA,NA,NA,6,NA,NA,NA,NA,"2011-01-16"
4,2011,36,NA,NA,NA,NA,5,NA,NA,NA,NA,"2011-01-23"
5,2011,61,NA,NA,NA,NA,20,NA,NA,NA,NA,"2011-01-30"
6,2011,76,NA,NA,NA,NA,12,NA,NA,NA,NA,"2011-02-06"
7,2011,100,NA,NA,NA,NA,13,NA,NA,NA,NA,"2011-02-13"
8,2011,110,NA,NA,NA,NA,5,NA,NA,NA,NA,"2011-02-20"
9,2011,97,NA,NA,NA,NA,9,NA,NA,NA,NA,"2011-02-27"
10,2011,109,NA,NA,NA,NA,7,NA,NA,NA,NA,"2011-03-06"
11,2011,167,NA,NA,NA,NA,6,NA,NA,NA,NA,"2011-03-13"
12,2011,183,NA,NA,NA,NA,8,NA,NA,NA,NA,"2011-03-20"
13,2011,198,NA,NA,NA,NA,7,NA,NA,NA,NA,"2011-03-27"
14,2011,221,NA,NA,NA,NA,10,NA,NA,NA,NA,"2011-04-03"
